test_id,node,test_category,test_description,test,result,failure_reason
194,EAPI-BL01B,MLAG,MLAG State active & Status connected,MLAG,PASS
195,EAPI-LEAF1A,MLAG,MLAG State active & Status connected,MLAG,PASS
196,EAPI-LEAF1B,MLAG,MLAG State active & Status connected,MLAG,PASS
197,EAPI-LEAF2A,MLAG,MLAG State active & Status connected,MLAG,PASS
198,EAPI-LEAF2B,MLAG,MLAG State active & Status connected,MLAG,PASS
199,EAPI-BL01A,IP Reachability,ip reachability test p2p links,Source: EAPI-BL01A_Ethernet1 - Destination: EAPI-SPINE1_Ethernet5,PASS
200,EAPI-BL01A,IP Reachability,ip reachability test p2p links,Source: EAPI-BL01A_Ethernet2 - Destination: EAPI-SPINE2_Ethernet5,PASS
201,EAPI-BL01B,IP Reachability,ip reachability test p2p links,Source: EAPI-BL01B_Ethernet1 - Destination: EAPI-SPINE1_Ethernet6,PASS
202,EAPI-BL01B,IP Reachability,ip reachability test p2p links,Source: EAPI-BL01B_Ethernet2 - Destination: EAPI-SPINE2_Ethernet6,PASS
203,EAPI-LEAF1A,IP Reachability,ip reachability test p2p links,Source: EAPI-LEAF1A_Ethernet1 - Destination: EAPI-SPINE1_Ethernet1,PASS
